"shcode" "gr" "gdp60" "lr" "lgdp60" "ls_k" "lgr_pop" "pyrm60" "pyrf60" "syrm60" "syrf60" "hyrm60" "hyrf60" "nom60" "nof60" "prim60" "prif60" "pricm60" "pricf60" "secm60" "secf60" "seccm60" "seccf60" "llife" "lfert" "edu_gdp" "gcon_gdp" "revol" "revcoup" "wardum" "wartime" "lbmp" "tot" "pyrm60" "pyrf60" "syrm60" "syrf60" "hyrm60" "hyrf60" "nom60" "nof60" "prim60" "prif60" "pricm60" "pricf60" "secm60" "secf60" "seccm60" "seccf60"
"48" 101 0.0211898296384215 1267 75 7.14440718032114 -1.85303930565071 -3.97177300983392 2.827 1.862 1.254 0.746 0.018 0.006 20.37 46.7 54.2 37.2 8.39 5.1 24.68 15.9 10.01 5.02 4.17745946893261 1.44446892517096 0.03096 0.134712 0.08 0.08 1 0.04 0.539296455741685 -0.0284582 20.1972390987679 13.302886169758 8.95908660412271 5.32972775651957 0.12859932924578 0.0428664430819268 145.531574263142 333.643815320997 387.226869173406 265.771947107946 59.9415762428944 36.4364766196378 176.323969210326 113.596074167106 71.5155158750146 35.8649240452121
"49" 102 0.0391841204515393 1530 30 7.33302301438648 -1.80033210953281 -3.40580799421984 1.415 0.297 0.173 0.045 0.03 0.003 61.2 92.4 35.44 6.6 4.64 1.3 2.67 0.9 1.32 0.42 4.04234926710372 2.01420944674222 0.0302 0.008508 0.62 0.85 1 0.08 0.154779053787554 0.0325158 10.3762275653569 2.17790783527278 1.26861298148886 0.329986035647392 0.219990690431594 0.0219990690431594 448.781008480453 677.571326529311 259.882335629857 48.3979518949508 34.0252267867533 9.53292991870243 19.5791714484119 6.59972071294783 9.67959037899016 3.07986966604232
"50" 104 0.0385887875844074 923 68 6.82762923450285 -1.67483013120115 -3.61637276332719 3.917 2.485 0.357 0.108 0.036 0.012 36.63 59.4 54.82 38.1 40.19 27.7 7.54 2.3 2.56 0.69 4.07482189573324 1.61732671385434 0.02246 0.072216 0.28 0.44 1 0.04 0.00637960696403899 -0.0231596 26.7438237115477 16.9666586477396 2.43746363671752 0.737383957326308 0.245794652442103 0.0819315508140342 250.096058859839 405.561176529469 374.290634635446 260.132673834559 274.40241893467 189.125329795729 51.4803244281515 15.7035472393566 17.4787308403273 4.71106417180697
"51" 107 0.0309610263712351 5152 99 8.54714026778419 -1.26307192364654 -5.87813586180098 3.185 3.034 0.758 0.265 0.131 0.021 2 2 87.53 93.9 51 49.8 6.26 3.3 2.76 1.39 4.26098830629683 0.770663622987774 0.0385 0.078572 0 0 0 0 0 -0.0014306 27.2226417528926 25.9320235724572 6.47873232298042 2.26499217096281 1.11967537507973 0.179489945623468 17.0942805355684 17.0942805355684 748.13118763915 802.576471144935 435.904153656994 425.647585335653 53.505098076329 28.2055628836878 23.5901071390844 11.88052497222
"52" 108 0.0284962391346018 5554 99 8.62227366786674 -1.33009551863242 -5.76992227716075 5.865 5.763 1.551 1.27 0.207 0.088 2.85 1.21 63.46 70.09 36.73 37.17 28.18 26.1 12.51 11.02 4.27276964873693 0.738502882280742 0.05018 0.031036 0 0 0 0 0 -0.0046282 50.5696350620385 49.6901631479161 13.3731464588613 10.9502875581908 1.78481064924842 0.758760082772273 24.5734799534202 10.4329511381188 547.169486962824 604.33516138078 316.696111820746 320.489912234607 242.975671960485 225.041342731322 107.864643585013 95.0174558198915
"53" 110 0.0258696026714092 6748 99 8.81700144366586 -1.23270155115881 -5.42615073805792 7.574 7.826 1.092 1.31 0.47 0.484 0 0 67.59 60.65 35.89 34.57 18.55 22.84 8.3 9.64 4.29646874631224 0.699526787523984 0.0519 0.090812 0 0 0 0 0 -0.00548 66.7799689343252 69.001853298129 9.62816557648312 11.5502718912023 4.14399067852295 4.26742869873428 0 0 595.941127577375 534.751137558334 316.442181813168 304.803739907529 163.555376780002 201.380312973328 73.1811119824266 84.9958939169389
"54" 111 0.0324834094623036 5384 99 8.59118687132456 -0.953951063056831 -5.49676830527187 7.23 6.949 0.225 0.254 0.147 0.115 0.54 2.5 90.55 86.4 52.28 45.82 4.46 7.3 1.62 2.01 4.26155248120601 0.677830476448052 0.05032 0.05554 0 0 0 0 0 -0.001472 62.1142810796766 59.7001575688344 1.93301704604803 2.18216146531644 1.26290447008471 0.987986490202325 4.63924091051526 21.4779671783114 777.931971198439 742.278545682442 449.147249632848 393.648182444092 38.3166934461075 62.7156641606693 13.9177227315458 17.2682856113624
"55" 112 0.0284679989505553 5981 99 8.69634305704456 -1.21351148658468 -4.88753309696227 3.503 3.427 0.602 0.468 0.104 0.028 2.88 1.22 86.84 89.78 32.71 29.3 6.93 8 3.03 2.6 4.2888142529517 0.930430295427874 0.03316 0.051568 0 0 0 0 0 0.0008672 30.4632897288271 29.8023676564917 5.23519852034082 4.06988855069685 0.904419677932634 0.243497605597248 25.0454680042883 10.6095385295944 755.190431073749 780.75767966146 284.457381395927 254.802851571406 60.2656573853188 69.5707444563565 26.349919462845 22.6104919483158
"56" 113 0.0253217302596096 6660 99 8.80387476353443 -1.17281011101209 -5.5622829123825 7.281 7.088 0.476 0.323 0.075 0.044 1.86 0.37 82.54 88.87 48.04 47.13 13.33 9.27 5.9 3.91 4.26773748827175 0.637634470629686 0.03222 0.063804 0.08 0.08 0 0 0 0.00139 64.1010121532942 62.4018643239321 4.19064438744239 2.84365154862162 0.660290607265083 0.387370489595515 16.375207060174 3.25743366250774 726.671822982132 782.400350235305 422.938143640194 414.926617605378 117.355650597914 81.6119190579642 51.9428611048532 34.4231503254196
"57" 114 0.0438540376235069 2066 81 7.63336964967958 -1.24307405794812 -4.96184512992682 4.547 3.186 0.649 0.339 0.159 0.043 8.06 30 78.21 62.6 45.89 28.8 9.68 6.3 3.85 2.81 4.28110071608392 0.823824504201562 0.01866 0.038524 0.16 0.2 1 0.08 0.0426762742804364 -0.0075618 34.7089317970931 24.3199157038792 4.95405690264205 2.58771231124138 1.21370577429905 0.328234894936222 61.5249593764174 229.001089490388 597.00584030144 477.848940069942 350.295333223796 219.841045910772 73.8910182088984 48.0902287929814 29.3884731512664 21.4497687155996
"58" 117 0.0331885029657425 3147 97 8.05420489706441 -1.24578139648474 -4.7444322533216 4.862 4.896 1.282 1.595 0.161 0.097 4.44 4.42 67.95 59.55 38.88 31.58 22.69 32.71 10.19 13.81 4.26941769029123 1.2740211186371 0.04322 0.069928 0 0 0 0 0 0.0001014 39.1595442095271 39.4333871760273 10.3254906780366 12.8464568108177 1.29672698842737 0.781257875015247 35.760669742966 35.5995856450247 547.283222755526 479.627901620185 313.147486397864 254.351790649294 182.749909114391 263.453042182977 82.0723479010863 111.228569628459
"59" 118 0.0339715408103611 4660 91 8.44677072711969 -1.15870630128251 -5.26295022271074 3.808 3.504 1.046 0.662 0.106 0.029 9.54 15.2 70.74 72 42.76 42.37 16.09 11.9 5.97 4.5 4.28110071608392 0.784449338966731 0.03036 0.056004 0.04 0.04 0 0 0 -0.0140174 32.1653029288718 29.5974846278274 8.8353221805672 5.59176222135324 0.895357697074687 0.244956351086471 80.5821927367219 128.390915052219 597.524561236447 608.167492352618 361.183916291638 357.889675708061 135.908540999356 100.516571652724 50.4272212409046 38.0104682720386
"60" 121 0.0255788498889372 6104 99 8.71669957296429 -1.27691632650963 -4.67559265028464 4.921 4.732 0.634 0.375 0.071 0.012 0 0 85.07 90 49.09 47.73 12.68 9.6 3.95 2.1 4.30945594183905 0.817663055257513 0.05702 0.026992 0 0 0 0 0 -0.0027204 42.8948785985573 41.247422379267 5.52638752925936 3.26876233986161 0.618885669680465 0.104600394875572 0 0 741.529632672072 784.502961566786 427.902782036817 416.048070617586 110.527750585187 83.6803159004572 34.430963313209 18.305069103225
"61" 122 0.0368969855629903 5656 99 8.64047220757641 -1.05143485281761 -5.12941883008622 4.933 4.738 0.879 0.604 0.101 0.011 0.87 0.86 79.99 85.94 46.17 45.58 15.66 12.8 6.69 6.54 4.31481788498043 0.841222298625309 0.05014 0.049892 0 0 0 0 0 0.0163744 42.6234493999744 40.938557319497 7.59497507045966 5.21884521337615 0.872687692965217 0.0950451942833405 7.51721082059148 7.43080609851571 691.151371884037 742.562181519117 398.930601823803 393.832723221333 135.309794770647 110.598044256978 57.8047590686862 56.5086882375497
"62" 124 0.0396759889143201 1864 62 7.53047999524554 -1.34392476475338 -5.28244401739175 1.952 1.344 0.402 0.18 0.058 0.011 36.44 52.5 57.31 44.5 27.34 16.7 4.55 2.6 2 1.1 4.22303090318342 0.967744013463071 0.02334 0.062724 0.24 0.28 0 0 0.0426762742804364 -0.029129 14.6994969507193 10.12096511361 3.02725295808871 1.3554863991442 0.436767839724241 0.0828352799477009 274.410691026747 395.350199750391 431.571808527522 335.106359788426 205.883323070013 125.7590159206 34.2636839783672 19.5792479876384 15.0609599904911 8.28352799477009
"63" 125 0.0347598831082637 3165 87 8.05990833457828 -1.26705460921223 -4.66704558970618 3.221 2.99 0.419 0.205 0.047 0.006 21.55 27.1 72.05 69.7 44 43.51 4.92 3 2 1.11 4.28441380580688 0.973200225847235 0.01632 0.05034 0.08 0.08 0 0 0 -0.014023 25.9609647456766 24.099125920389 3.3771015921883 1.65228120858855 0.378815691725179 0.0483594500074697 173.691024610162 218.423515867071 580.716395506365 561.775610920106 354.635966721444 350.686611637501 39.6547490061251 24.1797250037348 16.1198166691566 8.94649825138189
"64" 126 0.0229268614545742 7505 99 8.92332474406756 -1.33329212780065 -5.42615073805792 5.142 5.097 2.301 2.153 0.259 0.212 1.22 0 57.69 60.26 31.53 30.17 33.31 32.51 18.94 16.81 4.31695463793017 0.670492489995139 0.06174 0.087208 0 0 0 0 0 -0.0024602 45.8837358339954 45.4821862205124 20.5325702360995 19.2119181739775 2.3111411087135 1.89174484574232 10.8864561877624 0 514.786604485258 537.719549077511 281.35242918045 269.216707528518 297.235947224891 290.097287429636 169.00777065264 150.001088947776
"65" 127 0.0182511000408432 9637 99 9.17336513585129 -1.15778920891034 -4.88753309696227 5.169 4.973 1.714 1.313 0.399 0.2 0.2 0.2 64.88 72 37.58 38.18 22.68 21 9.96 9.17 4.30514559033792 0.684509987164282 0.0379 0.013796 0 0 0 0 0 0.0068172 47.4171243872153 45.6191448205885 15.7231478428491 12.0446284233727 3.66017268920466 1.83467302717026 1.83467302717026 1.83467302717026 595.167930014032 660.482289781293 344.735061805291 350.239080886802 208.051921281107 192.640667852877 91.3667167530788 84.1197582957563
"66" 128 0.0260736593920297 1594 38 7.37400185935016 -1.45951903119209 -3.72388506331275 2.372 1.027 0.347 0.123 0.032 0.006 42.65 75.4 49.7 21.8 29.87 13.7 6.64 2.6 2.91 1.1 4.04864960295997 1.60967788363871 0.0298 0.023408 0.2 0.307 1 0.08 0.277025492263252 -0.0338003333333333 17.4911324103786 7.57309990955261 2.55877864519451 0.90700222870007 0.235968059499205 0.044244011156101 314.501179301284 555.999740195002 366.487892409703 160.753240533834 220.261435538789 101.023825473097 48.9633723460851 19.1724048343104 21.458345410709 8.11140204528518
"67" 129 0.0214834825528285 6509 99 8.78094111357239 -1.5762933138418 -5.81583197846482 6.777 6.762 0.847 0.969 0.084 0.032 0 0 76.09 71.6 69.72 64.8 21.31 27.3 1.73 2.8 4.27944004589878 0.814833698816545 0.04422 0.078836 0.24 0.24 0 0 0 0.0023838 59.5084379266801 59.3767238099765 7.43745712319581 8.50873193905164 0.737599053540081 0.280990115634316 0 0 668.141809331723 628.715383731783 612.207214438267 569.004984159491 187.121855130228 239.719692400526 15.1910281264802 24.5866351180027
"68" 131 0.0220116140975948 7880 100 8.97208318285193 -1.16210176025063 -4.06867681547352 6.334 6.373 2.521 2.407 0.152 0.073 2.27 0 34.23 38.13 19.72 20.22 58.81 59.38 26.11 25.07 4.28441380580688 0.954587941806499 0.03784 0.031112 0 0 0 0 0 -0.017925 56.8291748801841 57.1790861243153 22.6186217039697 21.5958042211246 1.36375664379349 0.65496207234819 20.3666288250739 0 307.114407349021 342.105531762144 176.92948036584 181.415521957266 527.648211983522 532.762299397747 234.261091904264 224.930125394098
"69" 133 0.0142256405308512 7935 99 8.97903863296051 -1.31685785472013 -4.3884472024768 7.292 7.206 2.32 2.201 0.152 0.056 1.03 1.02 36.84 37.91 21.2 20.1 56.67 59.02 25.19 24.91 4.2581626474515 1.0699384280835 0.03874 0.06648 0 0 0 0 0 -0.0110056 65.475149711548 64.7029523891134 20.8313696284684 19.7628640311461 1.36481387221 0.502826163445789 9.24840979194933 9.15861940561972 330.787783238265 340.395354575533 190.355619018763 180.478676522506 508.842119329872 529.942860117329 226.181983164275 223.667852347046
"70" 134 0.0129460619276861 1099 29 7.00215595440362 -1.69066966006889 -3.73722971505498 1.699 0.691 0.154 0.067 0.016 0.008 59.42 82.54 36.7 15.39 12.18 3.51 3.4 1.82 1.79 0.37 3.86115067505439 1.79760899401695 0.05062 0.306168 0 0 0 0 0.178146185383474 -0.025684 11.8966629665318 4.8384897644929 1.07833201697816 0.469144448945043 0.112034495270458 0.056017247635229 416.068106810663 577.957952476475 256.979123526613 107.763180138272 85.2862595246361 24.5775673999567 23.8073302449723 12.7439238370146 12.5338591583825 2.59079770312934
